,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
832,556606,female,group D,,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,60,64,70
833,585054,male,group B,some high school,standard,none,married,sometimes,yes,1.0,,< 5,43,34,28
834,594775,female,group C,high school,standard,none,single,never,yes,4.0,private,> 10,90,86,88
835,241315,female,group D,some college,standard,completed,married,never,no,1.0,school_bus,< 5,90,97,95
836,992685,female,group B,some high school,standard,none,married,regularly,yes,2.0,school_bus,> 10,31,49,44
837,238734,female,group C,high school,standard,completed,single,sometimes,,2.0,school_bus,5 - 10,61,66,67
838,899810,female,group C,bachelor's degree,standard,none,single,regularly,yes,4.0,private,5 - 10,61,62,64
839,323903,male,group C,some college,standard,none,married,sometimes,yes,0.0,,> 10,78,61,70
840,848953,female,group C,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,38,48,54
841,448411,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,74,80,87
843,914907,male,group D,master's degree,standard,completed,single,regularly,yes,1.0,private,> 10,100,97,100
844,955215,female,group E,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,54,65,58
845,300027,male,group E,master's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,70,53,53
846,888854,female,group D,high school,standard,none,divorced,sometimes,no,1.0,private,5 - 10,74,75,70
848,886170,male,group B,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,25,28,20
849,981753,male,group E,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,96,89,85
850,353609,male,group C,master's degree,standard,none,married,regularly,no,3.0,,5 - 10,82,56,62
851,671852,male,group D,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,100,91,89
852,796580,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,,< 5,34,43,42
853,623511,female,group C,some high school,standard,,single,sometimes,,1.0,school_bus,5 - 10,70,77,74
854,731681,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,5 - 10,73,86,89
856,449428,male,group B,high school,standard,completed,single,sometimes,no,3.0,,> 10,72,73,67
857,445596,male,group C,associate's degree,standard,completed,married,regularly,no,,private,5 - 10,85,84,84
858,186623,female,group D,,standard,none,divorced,sometimes,,3.0,school_bus,> 10,82,81,83
859,734914,male,group D,high school,standard,none,single,never,yes,1.0,school_bus,5 - 10,64,54,49
860,908568,female,group D,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,86,90
861,821115,male,group C,some high school,free/reduced,none,married,sometimes,,5.0,school_bus,5 - 10,69,63,60
862,302582,male,group D,high school,standard,none,married,sometimes,yes,2.0,private,,79,70,72
863,256917,male,group B,some high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,37,42,32
864,181295,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,20,31,20
865,120001,female,group B,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,33,43,44
866,732524,female,group C,some college,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,61,84,79
867,953944,male,,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,82,76,73
869,843632,male,group B,high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,52,49,45
870,737195,male,group E,high school,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,78,71,65
872,917747,female,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,65,88,77
873,204459,male,group B,some high school,free/reduced,none,married,never,yes,0.0,private,5 - 10,57,55,47
874,437005,male,group B,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,51,35,34
875,857194,male,group A,high school,standard,none,single,regularly,yes,4.0,school_bus,5 - 10,49,38,39
876,707456,female,group B,,standard,none,married,sometimes,yes,0.0,private,5 - 10,81,98,90
877,353700,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1.0,private,< 5,77,80,81
878,456823,male,group E,some college,standard,completed,married,regularly,no,1.0,,5 - 10,90,74,76
879,454297,female,group C,associate's degree,standard,none,married,never,yes,1.0,private,< 5,62,82,65
880,492488,female,,high school,free/reduced,none,divorced,sometimes,yes,4.0,private,5 - 10,81,85,88
881,724561,female,group B,associate's degree,standard,completed,divorced,regularly,,7.0,private,5 - 10,51,60,68
882,494983,female,group C,associate's degree,standard,none,married,regularly,yes,0.0,private,> 10,35,57,53
883,962157,female,group C,some college,free/reduced,none,single,never,yes,2.0,,< 5,59,70,66
884,308550,female,group D,high school,standard,none,divorced,sometimes,no,5.0,school_bus,5 - 10,71,77,77
885,547231,male,group A,,free/reduced,completed,single,sometimes,no,2.0,school_bus,> 10,77,80,76
886,589395,male,group D,some high school,free/reduced,none,married,sometimes,no,1.0,,> 10,41,40,39
887,991370,male,group B,some high school,standard,none,divorced,never,yes,2.0,school_bus,,76,65,62
888,988544,male,group D,some college,free/reduced,completed,single,sometimes,yes,2.0,,5 - 10,51,62,56
889,785923,male,group A,some high school,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,44,47,45
890,348539,male,group A,some college,standard,none,single,sometimes,no,1.0,private,> 10,69,66,59
891,794028,male,group B,high school,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,61,58,51
892,963143,male,,bachelor's degree,standard,completed,single,regularly,no,1.0,private,< 5,76,66,74
893,261244,male,group B,associate's degree,standard,completed,single,never,yes,6.0,school_bus,5 - 10,64,72,72
894,405210,female,group E,master's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,92,91,96
895,772079,male,,some college,free/reduced,none,married,sometimes,yes,2.0,,5 - 10,65,60,54
896,454151,male,group C,master's degree,standard,none,single,regularly,yes,2.0,school_bus,> 10,73,65,67
897,514916,male,group B,,standard,none,single,sometimes,yes,1.0,school_bus,> 10,77,71,65
898,366078,female,group B,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,93,100,100
900,939419,female,group C,master's degree,standard,none,married,regularly,no,,private,< 5,58,65,66
901,633729,male,group A,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,53,56,50
902,341275,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,> 10,44,55,56
903,991569,male,group C,some college,standard,completed,married,regularly,yes,5.0,,5 - 10,67,72,66
904,736594,male,group B,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,66,62,65
906,260721,female,group A,associate's degree,standard,none,divorced,sometimes,no,7.0,school_bus,< 5,76,89,91
907,529241,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,73,75,80
909,759827,male,group D,associate's degree,standard,none,divorced,regularly,yes,2.0,,< 5,81,75,81
910,838169,male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,69,81,78
911,825666,female,group D,some college,standard,completed,married,sometimes,yes,4.0,,5 - 10,63,77,80
912,811603,female,group E,some high school,standard,completed,married,never,yes,4.0,school_bus,5 - 10,72,76,84
913,380967,female,group C,associate's degree,standard,none,married,regularly,yes,5.0,school_bus,5 - 10,88,98,96
914,724583,female,group C,associate's degree,standard,none,married,regularly,no,3.0,private,< 5,55,69,59
915,711574,male,group C,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,77,66,70
916,439040,male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,,5 - 10,58,63,65
917,571462,male,group C,associate's degree,standard,none,single,sometimes,,3.0,school_bus,5 - 10,93,92,92
918,747845,male,group C,,standard,none,married,sometimes,no,6.0,private,5 - 10,72,76,73
919,550723,male,group C,high school,standard,none,married,,yes,2.0,school_bus,5 - 10,85,75,76
920,459969,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,< 5,75,94,91
921,101069,male,group B,some college,standard,none,single,sometimes,no,5.0,school_bus,< 5,60,61,50
922,306900,male,,high school,standard,none,married,sometimes,yes,1.0,private,< 5,57,42,39
923,649100,male,group A,some college,standard,none,married,sometimes,yes,2.0,private,< 5,55,52,48
924,783928,male,group C,,standard,completed,married,sometimes,yes,,private,5 - 10,59,73,67
925,571448,female,group B,associate's degree,standard,completed,divorced,regularly,,2.0,school_bus,5 - 10,78,71,76
926,356872,female,group C,associate's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10,90,100,100
927,500850,female,group B,high school,standard,none,married,regularly,yes,0.0,private,5 - 10,44,54,53
928,969548,female,group D,some high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,35,35,35
929,119402,female,group C,some college,standard,completed,single,regularly,yes,1.0,,< 5,80,87,90
930,849238,male,group C,some college,standard,,married,sometimes,yes,1.0,private,> 10,52,50,41
931,753440,male,group E,associate's degree,standard,completed,single,regularly,no,1.0,private,> 10,100,96,100
933,696520,female,group D,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,80,86,93
935,253274,male,,some high school,standard,none,single,never,no,1.0,private,> 10,51,45,45
936,504761,female,group A,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,46,58,53
937,394654,male,group C,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,50,60,51
938,565392,male,group D,bachelor's degree,standard,,single,sometimes,no,,school_bus,> 10,71,71,69
939,104541,male,group C,associate's degree,standard,completed,single,sometimes,yes,5.0,private,> 10,61,63,62
940,244448,male,group C,bachelor's degree,free/reduced,completed,married,never,no,3.0,private,5 - 10,72,78,76
941,487109,male,group C,some college,standard,none,married,sometimes,yes,2.0,private,> 10,79,61,60
942,442111,female,group C,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,51,67,66
943,614371,female,group C,high school,free/reduced,none,married,regularly,yes,1.0,private,< 5,64,70,68
944,933193,male,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,68,70,69
945,435880,female,group C,high school,standard,completed,divorced,sometimes,no,3.0,school_bus,,75,78,84
946,821120,female,group C,high school,standard,completed,single,regularly,yes,4.0,school_bus,< 5,56,68,70
947,131214,female,group E,associate's degree,standard,none,married,sometimes,,2.0,private,5 - 10,87,83,86
948,596750,male,group B,some high school,standard,,married,sometimes,yes,3.0,school_bus,< 5,46,49,41
949,610675,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,6.0,private,5 - 10,97,90,95
950,229838,female,group C,some high school,standard,none,single,regularly,no,1.0,private,> 10,21,35,31
951,576818,female,group C,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,46,64,59
952,412902,male,group B,some college,standard,completed,married,regularly,no,2.0,private,5 - 10,100,88,89
953,595923,female,group E,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,65,80,78
955,906603,female,group B,some college,standard,,divorced,sometimes,yes,4.0,private,< 5,42,55,47
956,868287,male,group D,high school,standard,none,married,sometimes,yes,,,5 - 10,62,65,62
957,567856,female,group D,high school,standard,completed,single,sometimes,no,1.0,,5 - 10,59,69,70
958,374012,female,group B,some high school,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,56,71,69
959,717679,male,group B,,free/reduced,completed,divorced,sometimes,no,2.0,,5 - 10,82,76,70
960,428301,female,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,65,67,69
961,297482,female,group A,master's degree,standard,completed,single,regularly,yes,3.0,private,< 5,56,65,74
962,313175,female,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,70,77,76
963,238683,female,group E,high school,standard,none,single,sometimes,no,1.0,private,5 - 10,55,58,56
965,429603,female,group E,some college,standard,completed,single,sometimes,yes,3.0,,> 10,88,89,94
966,668371,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,61,54,51
967,256940,female,group E,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,< 5,64,82,82
968,814368,female,group C,associate's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,73,70,78
969,152528,female,group B,some college,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,74,80,80
970,834392,female,group C,,standard,none,single,sometimes,yes,1.0,,5 - 10,49,62,60
971,957052,male,group A,bachelor's degree,standard,,divorced,never,yes,4.0,school_bus,< 5,72,66,71
972,164440,female,group B,associate's degree,standard,completed,married,sometimes,,4.0,school_bus,5 - 10,79,87,91
973,360647,male,group C,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,school_bus,< 5,76,68,68
974,258541,female,group B,,free/reduced,completed,single,regularly,yes,1.0,,5 - 10,48,65,65
975,556232,female,group B,high school,free/reduced,,single,never,no,1.0,private,5 - 10,24,26,22
976,824920,female,group B,some college,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,63,64,71
977,550767,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,79,78,74
978,780883,male,,some high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,< 5,64,62,66
980,629250,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,84,82,94
981,886628,female,group A,some college,standard,none,single,sometimes,yes,2.0,school_bus,> 10,75,85,83
982,960644,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,16,37,34
